SKU,Brand,Raw_Material,Quantity_Used
345,Creamy Bliss,Vanilla Extract,7.76
345,Creamy Bliss,Sugar,8.46
345,Creamy Bliss,Emulsifiers,3.12
345,Creamy Bliss,Cream,4.32
346,Arctic Treats,Packaging,7.01
346,Arctic Treats,Flavoring,8.38
346,Arctic Treats,Stabilizers,3.22
346,Arctic Treats,Fruit,0.68
346,Arctic Treats,Emulsifiers,8.82
347,Creamy Bliss,Vanilla Extract,5.7
347,Creamy Bliss,Packaging,3.58
347,Creamy Bliss,Stabilizers,1.01
347,Creamy Bliss,Fruit,3.31
348,Velvet Freeze,Vanilla Extract,1.55
348,Velvet Freeze,Packaging,7.34
348,Velvet Freeze,Sugar,8.89
348,Velvet Freeze,Chocolate,7.23
348,Velvet Freeze,Milk,8.41
349,Sunny Scoops,Packaging,1.31
349,Sunny Scoops,Stabilizers,6.55
349,Sunny Scoops,Vanilla Extract,9.08
349,Sunny Scoops,Sugar,1.46
350,Sunny Scoops,Packaging,2.93
350,Sunny Scoops,Fruit,1.62
350,Sunny Scoops,Chocolate,6.6
350,Sunny Scoops,Stabilizers,3.26
350,Sunny Scoops,Vanilla Extract,8.74
351,Creamy Bliss,Flavoring,7.76
351,Creamy Bliss,Stabilizers,8.36
351,Creamy Bliss,Cream,9.61
352,Velvet Freeze,Emulsifiers,2.02
352,Velvet Freeze,Chocolate,3.49
352,Velvet Freeze,Packaging,6.6
353,Sunny Scoops,Stabilizers,8.36
353,Sunny Scoops,Packaging,3.12
353,Sunny Scoops,Emulsifiers,7.11
353,Sunny Scoops,Milk,9.58
353,Sunny Scoops,Cream,3.68
354,Arctic Treats,Milk,6.65
354,Arctic Treats,Cream,6.16
354,Arctic Treats,Sugar,9.94
354,Arctic Treats,Stabilizers,8.22
355,Arctic Treats,Emulsifiers,8.46
355,Arctic Treats,Packaging,4.82
355,Arctic Treats,Stabilizers,4.44
355,Arctic Treats,Chocolate,9.76
356,Sunny Scoops,Fruit,1.68
356,Sunny Scoops,Vanilla Extract,9.14
356,Sunny Scoops,Cream,6.03
356,Sunny Scoops,Milk,9.72
356,Sunny Scoops,Stabilizers,2.17
357,Frosty Delights,Flavoring,7.85
357,Frosty Delights,Emulsifiers,3.66
357,Frosty Delights,Packaging,2.38
357,Frosty Delights,Chocolate,2.35
358,Sunny Scoops,Sugar,2.11
358,Sunny Scoops,Emulsifiers,5.02
358,Sunny Scoops,Flavoring,1.92
358,Sunny Scoops,Packaging,6.45
358,Sunny Scoops,Vanilla Extract,0.8
359,Velvet Freeze,Packaging,5.57
359,Velvet Freeze,Chocolate,5.91
359,Velvet Freeze,Stabilizers,7.03
359,Velvet Freeze,Milk,9.51
359,Velvet Freeze,Fruit,5.65
360,Creamy Bliss,Fruit,7.78
360,Creamy Bliss,Chocolate,7.76
360,Creamy Bliss,Packaging,8.81
360,Creamy Bliss,Stabilizers,2.42
360,Creamy Bliss,Milk,3.7
361,Creamy Bliss,Vanilla Extract,6.17
361,Creamy Bliss,Cream,1.96
361,Creamy Bliss,Stabilizers,6.72
362,Arctic Treats,Chocolate,7.78
362,Arctic Treats,Emulsifiers,3.27
362,Arctic Treats,Sugar,6.59
363,Frosty Delights,Emulsifiers,4.95
363,Frosty Delights,Stabilizers,7.62
363,Frosty Delights,Vanilla Extract,1.09
364,Frosty Delights,Flavoring,8.41
364,Frosty Delights,Vanilla Extract,8.2
364,Frosty Delights,Packaging,8.67
364,Frosty Delights,Sugar,7.42
364,Frosty Delights,Chocolate,7.95
365,Sunny Scoops,Emulsifiers,3.96
365,Sunny Scoops,Cream,8.13
365,Sunny Scoops,Fruit,4.12
365,Sunny Scoops,Milk,5.67
366,Frosty Delights,Cream,6.6
366,Frosty Delights,Stabilizers,9.69
366,Frosty Delights,Packaging,8.4
366,Frosty Delights,Emulsifiers,1.6
366,Frosty Delights,Chocolate,3.97
367,Arctic Treats,Chocolate,9.86
367,Arctic Treats,Packaging,1.62
367,Arctic Treats,Vanilla Extract,9.73
367,Arctic Treats,Emulsifiers,7.91
367,Arctic Treats,Fruit,2.28
368,Creamy Bliss,Vanilla Extract,4.74
368,Creamy Bliss,Packaging,6.53
368,Creamy Bliss,Emulsifiers,1
369,Creamy Bliss,Fruit,5.85
369,Creamy Bliss,Milk,7.69
369,Creamy Bliss,Emulsifiers,9.08
369,Creamy Bliss,Stabilizers,6.79
369,Creamy Bliss,Sugar,5.07
370,Frosty Delights,Chocolate,2.56
370,Frosty Delights,Fruit,8.5
370,Frosty Delights,Emulsifiers,5.24
370,Frosty Delights,Milk,6.9
371,Sunny Scoops,Emulsifiers,1.26
371,Sunny Scoops,Packaging,4.87
371,Sunny Scoops,Sugar,6.96
371,Sunny Scoops,Milk,0.76
371,Sunny Scoops,Stabilizers,8.51
372,Velvet Freeze,Fruit,5.11
372,Velvet Freeze,Emulsifiers,7.67
372,Velvet Freeze,Chocolate,8.51
373,Frosty Delights,Stabilizers,2.49
373,Frosty Delights,Emulsifiers,4.87
373,Frosty Delights,Packaging,2.53
374,Creamy Bliss,Cream,4.29
374,Creamy Bliss,Milk,5.87
374,Creamy Bliss,Fruit,7.76
375,Frosty Delights,Flavoring,9.6
375,Frosty Delights,Packaging,8.05
375,Frosty Delights,Milk,1.06
375,Frosty Delights,Vanilla Extract,3.11
375,Frosty Delights,Emulsifiers,5.19
376,Creamy Bliss,Sugar,8.94
376,Creamy Bliss,Vanilla Extract,4.92
376,Creamy Bliss,Chocolate,7.25
376,Creamy Bliss,Emulsifiers,5.97
376,Creamy Bliss,Fruit,3.11
377,Polar Joy,Fruit,9.83
377,Polar Joy,Chocolate,9.34
377,Polar Joy,Flavoring,2.7
378,Frosty Delights,Stabilizers,7.6
378,Frosty Delights,Vanilla Extract,4.43
378,Frosty Delights,Milk,5.32
378,Frosty Delights,Emulsifiers,6.55
378,Frosty Delights,Fruit,6.83
379,Sunny Scoops,Sugar,5.07
379,Sunny Scoops,Flavoring,1.73
379,Sunny Scoops,Chocolate,8.44
379,Sunny Scoops,Stabilizers,1.13
379,Sunny Scoops,Cream,8.25
380,Polar Joy,Chocolate,6.4
380,Polar Joy,Packaging,7.37
380,Polar Joy,Vanilla Extract,9.65
380,Polar Joy,Emulsifiers,1.6
380,Polar Joy,Flavoring,2.66
381,Creamy Bliss,Vanilla Extract,7.96
381,Creamy Bliss,Packaging,0.6
381,Creamy Bliss,Emulsifiers,6.27
382,Frosty Delights,Chocolate,5.56
382,Frosty Delights,Vanilla Extract,5.57
382,Frosty Delights,Milk,9.7
382,Frosty Delights,Packaging,7.9
383,Sunny Scoops,Vanilla Extract,2.57
383,Sunny Scoops,Stabilizers,5.66
383,Sunny Scoops,Emulsifiers,2.54
384,Frosty Delights,Emulsifiers,7.51
384,Frosty Delights,Vanilla Extract,1.34
384,Frosty Delights,Flavoring,9.97
385,Creamy Bliss,Vanilla Extract,0.65
385,Creamy Bliss,Cream,2.34
385,Creamy Bliss,Emulsifiers,4.42
385,Creamy Bliss,Packaging,9.85
386,Sunny Scoops,Packaging,1.63
386,Sunny Scoops,Chocolate,2.23
386,Sunny Scoops,Stabilizers,9.68
386,Sunny Scoops,Flavoring,3.83
387,Arctic Treats,Emulsifiers,9.68
387,Arctic Treats,Packaging,4.39
387,Arctic Treats,Vanilla Extract,3.72
387,Arctic Treats,Milk,3.86
387,Arctic Treats,Flavoring,8.61
388,Frosty Delights,Packaging,2.43
388,Frosty Delights,Flavoring,5.24
388,Frosty Delights,Sugar,0.93
388,Frosty Delights,Chocolate,3.29
389,Polar Joy,Milk,2.2
389,Polar Joy,Stabilizers,5.95
389,Polar Joy,Sugar,3.05
389,Polar Joy,Chocolate,7.12
389,Polar Joy,Flavoring,3.92
390,Sunny Scoops,Fruit,4.48
390,Sunny Scoops,Vanilla Extract,8.65
390,Sunny Scoops,Milk,4.21
391,Arctic Treats,Packaging,3.49
391,Arctic Treats,Chocolate,9.94
391,Arctic Treats,Milk,2.4
391,Arctic Treats,Fruit,1.72
391,Arctic Treats,Flavoring,5.45
392,Sunny Scoops,Vanilla Extract,6
392,Sunny Scoops,Packaging,4.19
392,Sunny Scoops,Flavoring,4.95
393,Polar Joy,Sugar,1.59
393,Polar Joy,Stabilizers,9.94
393,Polar Joy,Packaging,1.6
393,Polar Joy,Emulsifiers,8.68
393,Polar Joy,Cream,7.88
394,Velvet Freeze,Chocolate,4.97
394,Velvet Freeze,Flavoring,6.76
394,Velvet Freeze,Emulsifiers,1.06
394,Velvet Freeze,Cream,9.89
395,Creamy Bliss,Flavoring,9.38
395,Creamy Bliss,Vanilla Extract,1.01
395,Creamy Bliss,Packaging,5.86
395,Creamy Bliss,Stabilizers,5.35
396,Frosty Delights,Flavoring,4.22
396,Frosty Delights,Sugar,5.98
396,Frosty Delights,Cream,5.59
396,Frosty Delights,Milk,9.7
397,Polar Joy,Packaging,6.69
397,Polar Joy,Milk,8.55
397,Polar Joy,Stabilizers,9.51
398,Polar Joy,Sugar,9.46
398,Polar Joy,Fruit,9.47
398,Polar Joy,Stabilizers,6.2
398,Polar Joy,Vanilla Extract,8.4
398,Polar Joy,Emulsifiers,8.44
399,Arctic Treats,Stabilizers,8.58
399,Arctic Treats,Flavoring,3.24
399,Arctic Treats,Chocolate,2.89
399,Arctic Treats,Emulsifiers,1.89
400,Sunny Scoops,Chocolate,2.68
400,Sunny Scoops,Cream,2.07
400,Sunny Scoops,Stabilizers,5.72
400,Sunny Scoops,Sugar,0.93
401,Creamy Bliss,Emulsifiers,6.62
401,Creamy Bliss,Cream,7.39
401,Creamy Bliss,Chocolate,4.39
401,Creamy Bliss,Packaging,9.11
402,Velvet Freeze,Fruit,3.39
402,Velvet Freeze,Packaging,1.31
402,Velvet Freeze,Flavoring,3.15
403,Sunny Scoops,Cream,6.37
403,Sunny Scoops,Chocolate,7.42
403,Sunny Scoops,Flavoring,3.75
404,Polar Joy,Fruit,5.9
404,Polar Joy,Cream,4.44
404,Polar Joy,Stabilizers,3.33
404,Polar Joy,Sugar,5.89
404,Polar Joy,Milk,4.53
405,Arctic Treats,Cream,3.84
405,Arctic Treats,Sugar,3.48
405,Arctic Treats,Packaging,1.9
405,Arctic Treats,Chocolate,0.7
406,Arctic Treats,Packaging,7.07
406,Arctic Treats,Fruit,7.78
406,Arctic Treats,Flavoring,0.99
407,Velvet Freeze,Fruit,2.31
407,Velvet Freeze,Stabilizers,4.79
407,Velvet Freeze,Sugar,1.75
407,Velvet Freeze,Cream,5.97
407,Velvet Freeze,Flavoring,3.3
408,Frosty Delights,Flavoring,2.86
408,Frosty Delights,Vanilla Extract,7.76
408,Frosty Delights,Stabilizers,3.88
408,Frosty Delights,Chocolate,5.65
408,Frosty Delights,Packaging,5.2
409,Sunny Scoops,Sugar,2.63
409,Sunny Scoops,Flavoring,5.56
409,Sunny Scoops,Stabilizers,9.31
410,Sunny Scoops,Milk,7.57
410,Sunny Scoops,Chocolate,6.51
410,Sunny Scoops,Emulsifiers,9.43
410,Sunny Scoops,Packaging,3.71
411,Arctic Treats,Milk,1.89
411,Arctic Treats,Sugar,7.11
411,Arctic Treats,Vanilla Extract,5.57
411,Arctic Treats,Fruit,9.54
411,Arctic Treats,Flavoring,7.92
412,Frosty Delights,Packaging,6.88
412,Frosty Delights,Milk,3.1
412,Frosty Delights,Emulsifiers,9.97
413,Arctic Treats,Chocolate,1.07
413,Arctic Treats,Packaging,3.92
413,Arctic Treats,Emulsifiers,4.91
413,Arctic Treats,Cream,0.82
414,Polar Joy,Vanilla Extract,2.65
414,Polar Joy,Packaging,5.77
414,Polar Joy,Cream,8.98
414,Polar Joy,Flavoring,9.86
415,Arctic Treats,Chocolate,5.73
415,Arctic Treats,Fruit,5.89
415,Arctic Treats,Vanilla Extract,8.6
415,Arctic Treats,Flavoring,5.62
415,Arctic Treats,Cream,5.4
416,Polar Joy,Vanilla Extract,0.89
416,Polar Joy,Sugar,7.54
416,Polar Joy,Stabilizers,7.71
417,Velvet Freeze,Milk,3.24
417,Velvet Freeze,Fruit,7.03
417,Velvet Freeze,Packaging,9.98
417,Velvet Freeze,Flavoring,4.55
417,Velvet Freeze,Vanilla Extract,8.99
418,Arctic Treats,Vanilla Extract,9.93
418,Arctic Treats,Milk,5.2
418,Arctic Treats,Flavoring,0.52
419,Arctic Treats,Flavoring,6.21
419,Arctic Treats,Vanilla Extract,6.95
419,Arctic Treats,Fruit,6.87
419,Arctic Treats,Chocolate,3.9
419,Arctic Treats,Packaging,6.79
420,Polar Joy,Cream,2.63
420,Polar Joy,Stabilizers,8.89
420,Polar Joy,Packaging,3.96
421,Sunny Scoops,Stabilizers,3.65
421,Sunny Scoops,Milk,0.68
421,Sunny Scoops,Vanilla Extract,4.84
422,Creamy Bliss,Vanilla Extract,4.59
422,Creamy Bliss,Chocolate,1.86
422,Creamy Bliss,Sugar,1.57
422,Creamy Bliss,Stabilizers,5.47
422,Creamy Bliss,Cream,1.61
423,Polar Joy,Milk,2.2
423,Polar Joy,Flavoring,9.62
423,Polar Joy,Cream,8.55
424,Arctic Treats,Chocolate,2.34
424,Arctic Treats,Emulsifiers,3.21
424,Arctic Treats,Stabilizers,4.82
424,Arctic Treats,Sugar,7.85
425,Arctic Treats,Cream,2.97
425,Arctic Treats,Emulsifiers,4.05
425,Arctic Treats,Chocolate,2.78
426,Arctic Treats,Milk,8.99
426,Arctic Treats,Sugar,8.25
426,Arctic Treats,Emulsifiers,3.61
426,Arctic Treats,Fruit,7.34
427,Creamy Bliss,Packaging,1.85
427,Creamy Bliss,Flavoring,0.89
427,Creamy Bliss,Stabilizers,7.94
428,Sunny Scoops,Sugar,4.91
428,Sunny Scoops,Cream,5.76
428,Sunny Scoops,Stabilizers,5.67
429,Polar Joy,Milk,3.76
429,Polar Joy,Chocolate,6.73
429,Polar Joy,Stabilizers,6.16
429,Polar Joy,Sugar,3.33
429,Polar Joy,Flavoring,1.02
430,Polar Joy,Sugar,4
430,Polar Joy,Emulsifiers,9.76
430,Polar Joy,Chocolate,6.11
430,Polar Joy,Milk,4.16
431,Polar Joy,Chocolate,1.22
431,Polar Joy,Milk,9.55
431,Polar Joy,Emulsifiers,3.13
432,Polar Joy,Fruit,8.21
432,Polar Joy,Chocolate,7.01
432,Polar Joy,Sugar,9.34
433,Arctic Treats,Vanilla Extract,4.67
433,Arctic Treats,Emulsifiers,3.02
433,Arctic Treats,Flavoring,1.24
433,Arctic Treats,Fruit,7.65
433,Arctic Treats,Chocolate,4.17
434,Creamy Bliss,Cream,7.32
434,Creamy Bliss,Milk,0.71
434,Creamy Bliss,Vanilla Extract,7.93
434,Creamy Bliss,Stabilizers,7.81
435,Sunny Scoops,Fruit,2.02
435,Sunny Scoops,Flavoring,7.16
435,Sunny Scoops,Stabilizers,8.4
436,Sunny Scoops,Stabilizers,9.24
436,Sunny Scoops,Flavoring,1.59
436,Sunny Scoops,Sugar,5.93
436,Sunny Scoops,Packaging,3.14
437,Frosty Delights,Milk,1.47
437,Frosty Delights,Chocolate,6.84
437,Frosty Delights,Packaging,1.27
438,Velvet Freeze,Sugar,8.09
438,Velvet Freeze,Packaging,4.13
438,Velvet Freeze,Milk,2.11
438,Velvet Freeze,Cream,9.6
439,Creamy Bliss,Stabilizers,8.9
439,Creamy Bliss,Flavoring,1.93
439,Creamy Bliss,Packaging,2.2
439,Creamy Bliss,Milk,2.73
440,Sunny Scoops,Chocolate,2.16
440,Sunny Scoops,Fruit,7.43
440,Sunny Scoops,Flavoring,2.38
440,Sunny Scoops,Cream,8.84
441,Creamy Bliss,Cream,3.98
441,Creamy Bliss,Fruit,3.91
441,Creamy Bliss,Milk,9.6
441,Creamy Bliss,Chocolate,4.57
441,Creamy Bliss,Flavoring,0.71
442,Polar Joy,Vanilla Extract,3.89
442,Polar Joy,Cream,1.86
442,Polar Joy,Fruit,4.04
443,Creamy Bliss,Packaging,8.01
443,Creamy Bliss,Chocolate,0.93
443,Creamy Bliss,Stabilizers,9
443,Creamy Bliss,Sugar,6.39
444,Velvet Freeze,Milk,3.95
444,Velvet Freeze,Stabilizers,7.05
444,Velvet Freeze,Flavoring,4.54
444,Velvet Freeze,Sugar,1.09
445,Arctic Treats,Packaging,0.77
445,Arctic Treats,Chocolate,5.82
445,Arctic Treats,Milk,2.56
446,Arctic Treats,Fruit,9.81
446,Arctic Treats,Sugar,6.13
446,Arctic Treats,Chocolate,4.87
447,Sunny Scoops,Packaging,1.62
447,Sunny Scoops,Sugar,5.36
447,Sunny Scoops,Vanilla Extract,5.24
447,Sunny Scoops,Stabilizers,4.92
448,Frosty Delights,Flavoring,5.31
448,Frosty Delights,Sugar,4.74
448,Frosty Delights,Fruit,6.46
448,Frosty Delights,Cream,9.49
449,Polar Joy,Milk,8.36
449,Polar Joy,Fruit,3.15
449,Polar Joy,Flavoring,7.26
449,Polar Joy,Emulsifiers,6.1
450,Frosty Delights,Cream,5.78
450,Frosty Delights,Packaging,8.72
450,Frosty Delights,Stabilizers,5.3
451,Creamy Bliss,Flavoring,5.31
451,Creamy Bliss,Chocolate,3.65
451,Creamy Bliss,Packaging,6.37
451,Creamy Bliss,Emulsifiers,9.16
452,Velvet Freeze,Emulsifiers,4.56
452,Velvet Freeze,Cream,7.45
452,Velvet Freeze,Stabilizers,7.37
452,Velvet Freeze,Packaging,4.53
452,Velvet Freeze,Fruit,4.59
453,Arctic Treats,Packaging,4.96
453,Arctic Treats,Milk,9.48
453,Arctic Treats,Cream,5.58
454,Arctic Treats,Fruit,3.02
454,Arctic Treats,Chocolate,9.54
454,Arctic Treats,Stabilizers,2.16
454,Arctic Treats,Flavoring,1.08
454,Arctic Treats,Packaging,6.47
455,Arctic Treats,Milk,0.65
455,Arctic Treats,Cream,3.41
455,Arctic Treats,Chocolate,2.06
456,Frosty Delights,Packaging,4.93
456,Frosty Delights,Vanilla Extract,3.5
456,Frosty Delights,Emulsifiers,1.02
456,Frosty Delights,Sugar,1.18
457,Frosty Delights,Packaging,5.27
457,Frosty Delights,Vanilla Extract,5.58
457,Frosty Delights,Cream,8.78
457,Frosty Delights,Sugar,7.13
457,Frosty Delights,Emulsifiers,6.48
458,Frosty Delights,Stabilizers,2.92
458,Frosty Delights,Cream,1.31
458,Frosty Delights,Sugar,7.64
459,Sunny Scoops,Chocolate,7.77
459,Sunny Scoops,Packaging,5.09
459,Sunny Scoops,Vanilla Extract,9.16
459,Sunny Scoops,Flavoring,1.48
459,Sunny Scoops,Stabilizers,5.85
460,Velvet Freeze,Sugar,1
460,Velvet Freeze,Packaging,6.67
460,Velvet Freeze,Chocolate,8.64
460,Velvet Freeze,Stabilizers,7.81
461,Velvet Freeze,Stabilizers,1.93
461,Velvet Freeze,Milk,2.28
461,Velvet Freeze,Chocolate,5.32
461,Velvet Freeze,Fruit,4.45
462,Velvet Freeze,Vanilla Extract,4.2
462,Velvet Freeze,Fruit,9.38
462,Velvet Freeze,Chocolate,6.55
462,Velvet Freeze,Sugar,0.94
463,Creamy Bliss,Vanilla Extract,7.89
463,Creamy Bliss,Chocolate,2.8
463,Creamy Bliss,Flavoring,7.01
464,Arctic Treats,Sugar,4.78
464,Arctic Treats,Emulsifiers,7.88
464,Arctic Treats,Cream,9.8
464,Arctic Treats,Fruit,2.88
465,Creamy Bliss,Vanilla Extract,5.29
465,Creamy Bliss,Chocolate,8.39
465,Creamy Bliss,Cream,1.77
465,Creamy Bliss,Stabilizers,0.52
465,Creamy Bliss,Flavoring,6.66
466,Velvet Freeze,Fruit,4.25
466,Velvet Freeze,Flavoring,7.39
466,Velvet Freeze,Sugar,8.13
466,Velvet Freeze,Cream,1.71
467,Frosty Delights,Flavoring,7.82
467,Frosty Delights,Cream,8.52
467,Frosty Delights,Fruit,2.32
467,Frosty Delights,Sugar,1.71
468,Velvet Freeze,Fruit,3.25
468,Velvet Freeze,Milk,1.37
468,Velvet Freeze,Packaging,2.25
468,Velvet Freeze,Flavoring,4.41
469,Creamy Bliss,Cream,9.47
469,Creamy Bliss,Vanilla Extract,2.14
469,Creamy Bliss,Milk,6.6
470,Sunny Scoops,Vanilla Extract,7.69
470,Sunny Scoops,Sugar,4.28
470,Sunny Scoops,Cream,8.51
470,Sunny Scoops,Stabilizers,3.67
471,Arctic Treats,Vanilla Extract,3.66
471,Arctic Treats,Milk,6.88
471,Arctic Treats,Packaging,7.82
471,Arctic Treats,Cream,3.31
472,Polar Joy,Vanilla Extract,7
472,Polar Joy,Flavoring,8.28
472,Polar Joy,Packaging,4.58
473,Sunny Scoops,Emulsifiers,5.55
473,Sunny Scoops,Milk,8.17
473,Sunny Scoops,Cream,4.02
473,Sunny Scoops,Fruit,5.87
473,Sunny Scoops,Packaging,5.16
474,Frosty Delights,Fruit,9.43
474,Frosty Delights,Emulsifiers,7.56
474,Frosty Delights,Cream,6.69
475,Polar Joy,Emulsifiers,2.38
475,Polar Joy,Cream,4.1
475,Polar Joy,Chocolate,9.51
476,Frosty Delights,Packaging,6.99
476,Frosty Delights,Milk,3.87
476,Frosty Delights,Sugar,2.1
476,Frosty Delights,Cream,7
477,Velvet Freeze,Flavoring,5.11
477,Velvet Freeze,Stabilizers,7.62
477,Velvet Freeze,Packaging,3.75
478,Polar Joy,Flavoring,6.22
478,Polar Joy,Packaging,8.89
478,Polar Joy,Emulsifiers,9.45
478,Polar Joy,Sugar,1.35
478,Polar Joy,Chocolate,1.09
479,Polar Joy,Fruit,8.46
479,Polar Joy,Sugar,4.97
479,Polar Joy,Emulsifiers,6.82
480,Arctic Treats,Cream,6.88
480,Arctic Treats,Sugar,3.57
480,Arctic Treats,Packaging,8.92
480,Arctic Treats,Fruit,4.06
480,Arctic Treats,Chocolate,3.37
481,Velvet Freeze,Sugar,4.29
481,Velvet Freeze,Fruit,5.65
481,Velvet Freeze,Emulsifiers,5.14
481,Velvet Freeze,Chocolate,5.46
482,Frosty Delights,Chocolate,7.73
482,Frosty Delights,Packaging,7.52
482,Frosty Delights,Sugar,7.71
482,Frosty Delights,Vanilla Extract,4.58
482,Frosty Delights,Milk,9.34
483,Arctic Treats,Emulsifiers,1.78
483,Arctic Treats,Stabilizers,5.83
483,Arctic Treats,Sugar,8.48
483,Arctic Treats,Chocolate,4.92
483,Arctic Treats,Fruit,5.08
484,Arctic Treats,Sugar,9.37
484,Arctic Treats,Chocolate,2.52
484,Arctic Treats,Stabilizers,5.12
485,Arctic Treats,Stabilizers,8.88
485,Arctic Treats,Milk,8.26
485,Arctic Treats,Vanilla Extract,4.88
485,Arctic Treats,Fruit,6.95
486,Arctic Treats,Sugar,9.71
486,Arctic Treats,Stabilizers,5.52
486,Arctic Treats,Fruit,8.8
487,Frosty Delights,Stabilizers,9.99
487,Frosty Delights,Chocolate,3.98
487,Frosty Delights,Cream,7.68
488,Sunny Scoops,Fruit,1.34
488,Sunny Scoops,Flavoring,6.45
488,Sunny Scoops,Vanilla Extract,4.49
488,Sunny Scoops,Sugar,4.91
489,Polar Joy,Packaging,7.07
489,Polar Joy,Milk,4.62
489,Polar Joy,Cream,5.84
489,Polar Joy,Vanilla Extract,4.69
489,Polar Joy,Fruit,1.21
490,Sunny Scoops,Emulsifiers,6.28
490,Sunny Scoops,Vanilla Extract,6.67
490,Sunny Scoops,Milk,5.5
490,Sunny Scoops,Cream,3.77
490,Sunny Scoops,Packaging,9.09
491,Arctic Treats,Cream,4.49
491,Arctic Treats,Fruit,8.89
491,Arctic Treats,Emulsifiers,3.96
491,Arctic Treats,Sugar,2.01
491,Arctic Treats,Milk,7.83
492,Velvet Freeze,Fruit,9.45
492,Velvet Freeze,Chocolate,0.59
492,Velvet Freeze,Emulsifiers,4.45
492,Velvet Freeze,Sugar,8.91
493,Sunny Scoops,Sugar,4.26
493,Sunny Scoops,Flavoring,2.64
493,Sunny Scoops,Packaging,4.63
494,Polar Joy,Fruit,4.25
494,Polar Joy,Emulsifiers,6.79
494,Polar Joy,Milk,7.62
494,Polar Joy,Cream,2.08
494,Polar Joy,Packaging,9.41
495,Velvet Freeze,Chocolate,9.22
495,Velvet Freeze,Stabilizers,7.52
495,Velvet Freeze,Cream,3.77
495,Velvet Freeze,Fruit,3.93
496,Velvet Freeze,Packaging,0.7
496,Velvet Freeze,Sugar,8.79
496,Velvet Freeze,Emulsifiers,5.22
497,Frosty Delights,Cream,6.09
497,Frosty Delights,Chocolate,4.52
497,Frosty Delights,Emulsifiers,7.37
497,Frosty Delights,Packaging,5.71
497,Frosty Delights,Stabilizers,9.11
498,Creamy Bliss,Milk,2.94
498,Creamy Bliss,Fruit,8.12
498,Creamy Bliss,Chocolate,6.95
498,Creamy Bliss,Packaging,6.01
499,Sunny Scoops,Flavoring,3.77
499,Sunny Scoops,Vanilla Extract,4.33
499,Sunny Scoops,Packaging,8.81
500,Velvet Freeze,Vanilla Extract,8.6
500,Velvet Freeze,Packaging,4.35
500,Velvet Freeze,Stabilizers,1.14
501,Sunny Scoops,Vanilla Extract,9.74
501,Sunny Scoops,Flavoring,0.94
501,Sunny Scoops,Cream,8.36
501,Sunny Scoops,Stabilizers,7.13
501,Sunny Scoops,Emulsifiers,9.81
502,Arctic Treats,Stabilizers,2.3
502,Arctic Treats,Milk,4.08
502,Arctic Treats,Flavoring,3.7
502,Arctic Treats,Cream,0.58
502,Arctic Treats,Packaging,1.09
503,Polar Joy,Milk,7.13
503,Polar Joy,Sugar,8.88
503,Polar Joy,Packaging,3.8
503,Polar Joy,Emulsifiers,1.56
504,Polar Joy,Flavoring,1
504,Polar Joy,Stabilizers,5.55
504,Polar Joy,Emulsifiers,3.3
504,Polar Joy,Cream,9.02
504,Polar Joy,Sugar,2.71
505,Sunny Scoops,Fruit,9.95
505,Sunny Scoops,Milk,8.45
505,Sunny Scoops,Sugar,1.95
505,Sunny Scoops,Flavoring,0.91
505,Sunny Scoops,Chocolate,8.01
506,Velvet Freeze,Emulsifiers,2.4
506,Velvet Freeze,Milk,6.43
506,Velvet Freeze,Flavoring,4.4
506,Velvet Freeze,Sugar,4.5
506,Velvet Freeze,Fruit,9.17
507,Polar Joy,Vanilla Extract,1.03
507,Polar Joy,Stabilizers,0.8
507,Polar Joy,Chocolate,1.49
508,Velvet Freeze,Packaging,4.7
508,Velvet Freeze,Sugar,1.26
508,Velvet Freeze,Milk,4.87
508,Velvet Freeze,Cream,8.76
509,Frosty Delights,Milk,7.84
509,Frosty Delights,Fruit,9.52
509,Frosty Delights,Sugar,3.27
509,Frosty Delights,Emulsifiers,4.18
509,Frosty Delights,Cream,4.94
510,Polar Joy,Packaging,3.37
510,Polar Joy,Milk,9.94
510,Polar Joy,Stabilizers,5.81
511,Sunny Scoops,Cream,6.65
511,Sunny Scoops,Chocolate,1.1
511,Sunny Scoops,Stabilizers,2.63
512,Arctic Treats,Chocolate,4.05
512,Arctic Treats,Milk,8.6
512,Arctic Treats,Stabilizers,3.94
512,Arctic Treats,Sugar,7.23
513,Creamy Bliss,Stabilizers,0.87
513,Creamy Bliss,Flavoring,2.98
513,Creamy Bliss,Packaging,3.16
513,Creamy Bliss,Vanilla Extract,0.66
513,Creamy Bliss,Sugar,2.76
514,Velvet Freeze,Vanilla Extract,5.04
514,Velvet Freeze,Sugar,1.64
514,Velvet Freeze,Packaging,1.84
514,Velvet Freeze,Stabilizers,4.36
514,Velvet Freeze,Fruit,6.98
515,Frosty Delights,Packaging,1.82
515,Frosty Delights,Sugar,0.92
515,Frosty Delights,Cream,4.47
515,Frosty Delights,Flavoring,3.82
516,Frosty Delights,Stabilizers,5.57
516,Frosty Delights,Vanilla Extract,0.64
516,Frosty Delights,Milk,1.35
516,Frosty Delights,Flavoring,6.84
516,Frosty Delights,Fruit,6.02
517,Arctic Treats,Sugar,8.46
517,Arctic Treats,Chocolate,1.7
517,Arctic Treats,Fruit,9.41
